,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
800,828,Maruti,2017,525000,70000,Central,Texas,Houston,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Y
1024,1056,Honda,2017,725000,6550,West,Washington,Elk Plain,Petrol,Individual,Automatic,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,Y
1030,1062,Maruti,2017,625000,37000,South,North Carolina,Indian Trail,Diesel,Individual,Automatic,First_Owner,26.8,1248,74.0,190Nm@ 2000rpm,5,Y
1033,1065,Toyota,2017,1450000,7000,South,North Carolina,Indian Trail,Petrol,Dealer,Automatic,Second_Owner,14.53,1794,138.1,173Nm@ 4000rpm,5,Y
1034,1066,Mercedes,2017,2700000,23000,Central,Iowa,Bettendorf,Diesel,Dealer,Automatic,First_Owner,17.9,2143,136.0,300Nm@ 1600-3000rpm,5,Y
801,829,Hyundai,2017,850000,35000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,23.9,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y
752,780,Hyundai,2017,500000,20000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,Y
746,772,Honda,2017,490000,80000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,17.8,1198,86.7,109Nm@ 4500rpm,5,Y
1076,1108,Toyota,2017,625000,25538,South,North Carolina,Greenville,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
1078,1110,Hyundai,2017,450000,56290,South,North Carolina,Goldsboro,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
730,755,Ford,2017,565000,80000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
1084,1116,Jaguar,2017,2625000,9000,South,North Carolina,Goldsboro,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1048,1080,Jaguar,2017,3200000,45000,Central,Texas,Pflugerville,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1067,1099,Jaguar,2017,3200000,45000,South,North Carolina,Gastonia,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
775,803,Maruti,2017,573000,30000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,Y
1057,1089,Toyota,2017,625000,25538,West,New Mexico,Santa Fe,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
1059,1091,Hyundai,2017,450000,56290,South,Florida,Seminole,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
759,787,Datsun,2017,229999,80000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,22.7,799,53.0,72Nm@ 4388rpm,5,Y
1065,1097,Jaguar,2017,2625000,9000,South,North Carolina,Garner,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
933,962,Hyundai,2017,850000,63186,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
841,870,Maruti,2017,695000,50000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y
888,917,Datsun,2017,300000,60000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,20.62,1198,67.0,104Nm@ 4000rpm,7,Y
883,912,Tata,2017,280000,80000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5,Y
871,900,Maruti,2017,750000,40000,Central,Michigan,Detroit,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
868,897,Honda,2017,900000,40000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,25.5,1498,98.6,200Nm@ 1750rpm,5,Y
899,928,Tata,2017,550000,50000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,24.7,1047,69.0,140Nm@ 1800-3000rpm,5,Y
863,892,Mahindra,2017,1300000,50000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7,Y
839,868,Renault,2017,290000,28000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
811,839,Tata,2017,400000,140000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,14.07,2956,69.01,223Nm@ 1600-2200rpm,7,Y
1019,1051,Maruti,2017,750000,50000,South,North Carolina,Indian Trail,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Y
1021,1053,Honda,2017,950000,15000,South,North Carolina,Indian Trail,Petrol,Individual,Automatic,First_Owner,15.4,1497,117.3,145Nm@ 4600rpm,7,Y
836,865,Tata,2017,420000,110000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,24.7,1047,69.0,140Nm@ 1800-3000rpm,5,Y
988,1019,Tata,2017,520000,20000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,Y
996,1027,Maruti,2017,425000,40000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,Y
999,1030,Hyundai,2017,1125000,105000,Central,Illinois,Highland Park,Diesel,Individual,Manual,First_Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5,Y
830,858,Renault,2017,300000,35000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
827,855,Maruti,2017,625000,43000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
821,849,Maruti,2017,620000,107000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1086,1118,Jaguar,2017,3200000,45000,East,Maryland,Dundalk,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1211,1250,Honda,2017,595000,120000,East,New York,Valley Stream,Petrol,Individual,Manual,First_Owner,15.4,1497,117.3,145Nm@ 4600rpm,7,Y
1220,1259,Maruti,2017,400000,65000,South,Florida,Tampa,Petrol,Individual,Manual,Second_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
1230,1269,Renault,2017,880000,65000,South,South Carolina,Taylors,Diesel,Individual,Manual,First_Owner,19.98,1461,108.5,245Nm@ 1750rpm,8,Y
629,649,Jaguar,2017,3200000,45000,East,New York,New York City,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
627,647,Jaguar,2017,2625000,9000,East,New York,New York City,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1182,1221,Renault,2017,340000,25000,East,Pennsylvania,Greensburg,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
640,660,Hyundai,2017,450000,56290,South,Florida,Miami,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
1201,1240,Maruti,2017,370000,140000,East,New York,Valley Stream,CNG,Individual,Manual,First_Owner,21.94,1196,61.7,85Nm@ 3000rpm,5,Y
638,658,Toyota,2017,625000,25538,East,New York,New York City,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
620,640,Tata,2017,450000,50000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5,Y
601,621,Maruti,2017,300000,30000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y
602,622,Maruti,2017,720000,80000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Y
618,638,Mahindra,2017,700000,70000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,Y
1256,1295,Hyundai,2017,625000,50000,West,Oregon,West Linn,Diesel,Individual,Manual,First_Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,Y
1237,1276,Hyundai,2017,650000,8000,Central,Michigan,Canton,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
1180,1219,Tata,2017,1100000,20000,Central,Wisconsin,Eau Claire,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,Y
1178,1216,Renault,2017,290000,50000,East,Pennsylvania,Greensburg,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
1114,1146,Toyota,2017,625000,25538,South,Arkansas,Pine Bluff,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
1116,1148,Hyundai,2017,450000,56290,South,Arkansas,Paragould,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
1122,1154,Tata,2017,385000,155000,South,Arkansas,North Little Rock,Diesel,Individual,Manual,First_Owner,25.0,1396,69.01,140Nm@ 1800-3000rpm,5,Y
709,731,Hyundai,2017,550000,70000,Central,Michigan,Detroit,Diesel,Individual,Manual,Second_Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5,Y
724,749,Tata,2017,360000,50000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5,Y
1095,1127,Toyota,2017,625000,25538,West,Montana,Kalispell,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
1097,1129,Hyundai,2017,450000,56290,East,Maryland,Dundalk,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
721,743,Mahindra,2017,1625000,54000,West,California,San Francisco,Diesel,Individual,Manual,First_Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,Y
1103,1135,Jaguar,2017,2625000,9000,East,New York,Elmira,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1105,1137,Jaguar,2017,3200000,45000,East,Maryland,Dundalk,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
717,739,Renault,2017,300000,35000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
697,718,Datsun,2017,385000,30000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,20.63,1198,67.06,104Nm@ 4000rpm,5,Y
1165,1200,Maruti,2017,610000,15000,South,Tennessee,Cleveland,Petrol,Individual,Manual,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,Y
1169,1205,Maruti,2017,711000,35000,West,California,Huntington Beach,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1176,1213,Maruti,2017,650000,70000,South,Alabama,Madison,Petrol,Individual,Manual,Second_Owner,17.5,1373,91.1,130Nm@ 4000rpm,7,Y
1133,1165,Maruti,2017,600000,100000,Central,Oklahoma,Norman,Diesel,Individual,Manual,First_Owner,23.65,1248,88.5,200Nm@ 1750rpm,5,Y
678,699,Maruti,2017,680000,40000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1144,1176,Ford,2017,650000,5000,Central,Oklahoma,Norman,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
1145,1177,Hyundai,2017,280000,50000,Central,Oklahoma,Norman,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
1148,1180,Maruti,2017,780000,40000,Central,Oklahoma,Oklahoma City,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
113,118,Maruti,2017,595000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Y
103,108,Hyundai,2017,866000,37800,East,New York,New York City,Petrol,Individual,Manual,First_Owner,17.0,1591,121.3,151Nm@ 4850rpm,5,Y
227,237,Hyundai,2017,1100000,37000,Central,Michigan,Detroit,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y
1806,1861,Jeep,2017,4100000,17000,East,New York,Auburn,Petrol,Individual,Automatic,First_Owner,9.5,3604,280.0,347Nm@ 4300rpm,5,Y
1805,1860,Jaguar,2017,3200000,45000,East,New York,Auburn,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
231,241,Maruti,2017,409999,13500,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,15.37,1196,73.0,101Nm@ 3000rpm,5,Y
245,256,Hyundai,2017,800000,39000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
246,257,Maruti,2017,500000,75000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,26.8,1248,74.0,190Nm@ 2000rpm,5,Y
247,258,Tata,2017,1380000,50000,South,Florida,Miami,Diesel,Individual,Automatic,First_Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7,Y
1796,1851,Tata,2017,450000,25000,Central,Iowa,Coralville,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,Y
1794,1849,Tata,2017,450000,70000,Central,Illinois,Hanover Park,Diesel,Individual,Manual,First_Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,Y
95,100,Hyundai,2017,725000,110000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
114,119,Maruti,2017,440000,35000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
200,209,Maruti,2017,550000,20000,Central,Texas,Houston,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,Y
203,212,Maruti,2017,500000,20000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,Y
1824,1879,Hyundai,2017,750000,40000,Central,Indiana,Lafayette,Diesel,Individual,Manual,Second_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
1823,1878,Ford,2017,889000,25000,Central,Indiana,Lafayette,Petrol,Individual,Manual,First_Owner,17.0,1497,121.31,150Nm@ 4500rpm,5,Y
211,220,Tata,2017,800000,60000,South,Georgia,Atlanta,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,Y
1816,1871,Maruti,2017,850000,53619,Central,Michigan,Burton,Diesel,Trustmark_Dealer,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
214,223,Datsun,2017,329000,80000,South,Georgia,Atlanta,Petrol,Individual,Manual,Second_Owner,20.63,1198,67.0,104Nm@ 4000rpm,5,Y
1815,1870,Maruti,2017,570000,25272,East,New York,Auburn,Petrol,Trustmark_Dealer,Manual,First_Owner,21.01,1197,81.8,113Nm@ 4200rpm,5,Y
117,123,Ford,2017,850000,76139,East,New York,New York City,Diesel,Individual,Manual,First_Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,Y
215,224,Maruti,2017,775000,75000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1746,1799,Maruti,2017,500000,43000,East,New York,Rochester,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Y
1720,1772,Hyundai,2017,645000,20000,West,Idaho,Nampa,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
80,84,Maruti,2017,484999,10000,South,Florida,Miami,Petrol,Dealer,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,Y
280,291,Hyundai,2017,450000,35000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,Y
281,292,Hyundai,2017,450000,35000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,Y
268,279,Tata,2017,350000,120000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5,Y
254,265,Hyundai,2017,550000,2000,West,California,San Francisco,Diesel,Individual,Manual,Second_Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,Y
261,272,Mahindra,2017,780000,35000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6,Y
85,90,Maruti,2017,280000,32000,Central,Michigan,Detroit,Petrol,Dealer,Manual,First_Owner,14.0,796,35.0,6.1kgm@ 3000rpm,5,Y
1765,1820,Renault,2017,325000,38000,Central,Texas,Brownsville,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
1960,2020,Maruti,2017,550000,40000,South,Florida,Pompano Beach,Petrol,Individual,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Y
1953,2013,Toyota,2017,1594000,5000,South,Florida,Ponte Vedra Beach,Diesel,Individual,Manual,First_Owner,21.43,1364,86.79,205Nm@ 1800-2800rpm,5,Y
164,171,Volvo,2017,10000000,30000,East,New York,New York City,Petrol,Individual,Automatic,First_Owner,42.0,1969,400.0,640Nm@ 1740rpm,4,Y
137,144,Honda,2017,795000,41000,West,Washington,Seattle,Petrol,Dealer,Automatic,First_Owner,18.0,1497,117.6,145Nm@ 4600rpm,5,Y
152,159,Mercedes,2017,2700000,16000,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First_Owner,14.74,1991,181.04,300Nm@ 1200-1400rpm,5,Y
153,160,Honda,2017,875000,18000,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First_Owner,15.6,1497,116.3,146Nm@ 4800rpm,5,Y
1995,2057,Mahindra,2017,750000,60000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
1981,2042,Hyundai,2017,600000,30000,South,Tennessee,Gallatin,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
145,152,Jaguar,2017,2625000,9000,East,New York,New York City,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1978,2039,Jeep,2017,1689999,60000,South,Tennessee,Gallatin,Diesel,Individual,Manual,First_Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5,Y
142,149,Mercedes,2017,5850000,47000,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,13.5,2987,282.0,490Nm@ 1600rpm,5,Y
1934,1994,BMW,2017,3200000,13663,West,Oregon,Beaverton,Diesel,Dealer,Automatic,First_Owner,22.69,1995,190.0,400Nm@ 1750-2500rpm,5,Y
1933,1993,Maruti,2017,600000,24522,West,Oregon,Albany,Petrol,Dealer,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,Y
1891,1948,Datsun,2017,300000,25000,Central,Wisconsin,Stevens Point,Petrol,Individual,Manual,First_Owner,22.7,799,53.64,72Nm@ 4386rpm,5,Y
129,135,Jeep,2017,4100000,17000,West,California,Los Angeles,Petrol,Individual,Automatic,First_Owner,9.5,3604,280.0,347Nm@ 4300rpm,5,Y
128,134,Jaguar,2017,3200000,45000,East,New York,New York City,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1878,1935,Maruti,2017,700000,50000,East,New York,White Plains,Diesel,Individual,Manual,Second_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1876,1932,Hyundai,2017,300000,60000,South,Florida,Ocoee,Petrol,Individual,Manual,First_Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5,Y
1875,1931,Mahindra,2017,1100000,45000,South,Florida,Orlando,Diesel,Individual,Manual,First_Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7,Y
1870,1926,Mahindra,2017,660000,82000,South,Florida,Orlando,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
197,205,Maruti,2017,550000,50000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Y
1900,1959,Honda,2017,860000,28000,Central,Indiana,Munster,Petrol,Individual,Manual,First_Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,Y
1929,1989,Tata,2017,919999,26766,West,Oregon,Beaverton,Diesel,Dealer,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y
183,190,Tata,2017,490000,90000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5,Y
191,198,Maruti,2017,800000,37000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,Y
1918,1978,Audi,2017,2825000,22000,East,New York,Ossining,Diesel,Dealer,Automatic,First_Owner,15.73,1968,174.33,380Nm@ 1750-2500rpm,5,Y
1916,1976,Hyundai,2017,550000,10000,East,New York,Oceanside,Petrol,Individual,Automatic,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
1912,1971,Volkswagen,2017,625000,34000,South,Kentucky,Hopkinsville,Diesel,Individual,Automatic,First_Owner,22.0,1498,108.495,250Nm@ 1500-3000rpm,5,Y
1908,1967,Mahindra,2017,660000,67000,South,Kentucky,Henderson,Diesel,Individual,Manual,Second_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
1904,1963,Ford,2017,430000,113000,South,Kentucky,Henderson,Diesel,Individual,Manual,First_Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5,Y
131,137,Mercedes,2017,6000000,37000,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,13.5,2987,254.79,620Nm@ 1600-2400rpm,5,Y
1992,2054,Mahindra,2017,380000,80000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6,Y
357,371,Jaguar,2017,2625000,9000,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
359,373,Jaguar,2017,3200000,45000,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
406,421,Toyota,2017,625000,25538,East,New York,New York City,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
1629,1680,Maruti,2017,610000,49000,East,Pennsylvania,Altoona,Diesel,Individual,Manual,First_Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,Y
63,66,Ford,2017,600000,25000,East,District of Columbia,Washington,Petrol,Individual,Manual,Third_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
1643,1694,Maruti,2017,650000,70000,West,Colorado,Lakewood,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Y
1642,1693,Ford,2017,850000,60000,East,Pennsylvania,Hanover,Diesel,Individual,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,Y
1640,1691,Tata,2017,830000,35000,West,Colorado,Highlands Ranch,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y
20,22,Honda,2017,950000,50000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,25.5,1498,98.6,200Nm@ 1750rpm,5,Y
1638,1689,Nissan,2017,850000,55000,East,Pennsylvania,Hanover,Diesel,Individual,Automatic,First_Owner,19.61,1461,108.5,248Nm@ 2250rpm,5,Y
333,347,Hyundai,2017,1100000,67000,East,District of Columbia,Washington,Diesel,Individual,Automatic,First_Owner,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y
25,27,Maruti,2017,275000,28000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,Y
386,401,Maruti,2017,750000,19000,West,California,Los Angeles,Diesel,Individual,Automatic,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
32,35,Maruti,2017,650000,16200,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
395,410,Jaguar,2017,2625000,9000,West,California,San Francisco,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
29,31,Maruti,2017,670000,70000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1580,1629,Hyundai,2017,445000,25000,East,Maine,Auburn,Petrol,Individual,Manual,First_Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,Y
1578,1627,Hyundai,2017,550000,50000,East,Maine,Westbrook,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
397,412,Jaguar,2017,3200000,45000,East,New York,New York City,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1604,1655,Hyundai,2017,1250000,90000,West,Washington,Marysville,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y
1601,1651,Tata,2017,325000,120000,East,New York,North Babylon,Diesel,Individual,Manual,First_Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5,Y
368,382,Toyota,2017,625000,25538,South,Florida,Miami,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
370,384,Hyundai,2017,450000,56290,West,California,Los Angeles,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
317,330,Maruti,2017,351000,36000,West,California,San Diego,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,Y
1552,1601,Tata,2017,850000,100000,East,Ohio,Mount Vernon,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,Y
408,423,Hyundai,2017,450000,56290,Central,Michigan,Detroit,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
1697,1749,Toyota,2017,2950000,50000,Central,Illinois,Woodridge,Diesel,Individual,Automatic,First_Owner,15.04,2755,174.5,450Nm@ 1600-2400rpm,7,Y
1695,1746,Volkswagen,2017,560000,52000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,Y
